Primary key|Author 1|Author 2|Title|Original MSS.|Pub. Date|Link|Notes|Genre 1|Genre 2|Genre 3|Publisher
388|Thompson, Mrs E. H.||From the Thames to the Trosachs||1890|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t9r21fx52||non-fiction|travel||
389|Thorburn, Grant||Men and Manners in Britain||1834|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t0rr1rz7m||non-fiction|travel||
390|Tomes, Robert||My college days||1880|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t40s0hg9n||non-fiction|biography and autobiography||
391|Tomlinson, Everett Titsworth||The British isles||1909|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t89g65d7q||non-fiction|travel|history|
392|Towne, Charles Hanson||Shaking hands with England||1919|https://archive.org/details/shakinghandswith00town||non-fiction|travel||
393|Tweedale, Violet||Ghosts I have seen and other psychic experiences||1919|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t2v41k275||non-fiction|horror and ghost stories||
394|Anon.||Notes of a ramble through France, Italy, Switzerland, Germany, Holland, and Belgium||1836|http://babel.hathitrust.org/cgi/pt?id=yale.39002013174702||non-fiction|travel|history|
399|White, Adam||Heads and Tales||1870|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t52f7mc66|On database: au. 'Anonymous'|non-fiction|essays and journals||
400|Thwing, Charles Franklin||Carrie F. Butler Thwing||1899|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t5fb50f49|On database: au. 'Anonymous'|non-fiction|essays and journals|biography and autobiography|
402|Yankee||Old sights with new eyes||1854|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t70v9b62j|On database: au. 'Anonymous'|non-fiction|fiction||
403|Spofford, Ainsworth Rand||The library of choice literature, vol. 1||1881|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t8rb6xx2s|On database: au. 'Anonymous'|non-fiction|anthology||
404|Vanderslice, John||Around the world||1876|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t4mk7599f||non-fiction|travel||
405|Victoria, Queen||Leaves from the journal of our life in the Highlands||1868|http://babel.hathitrust.org/cgi/pt?id=yale.39002001723692||non-fiction|travel|letters and diaries|
406|Waller, Mary Ella||From an island outpost||1914|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t3fx7vr2s||non-fiction|travel|letters and diaries|
407|Warren, Arthur||London days||1920|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t41r7bt1t||non-fiction|biography and autobiography|essays and journals|
409|Watson, Samuel||A Memphian's Trip to Europe with Cook's Educational Party||1874|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t8hd8k00v|ID 408 = duplicate: marked for deletion|non-fiction|travel||
410|Watt, Lauchlan MacLean||The heart of a soldier||1918|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t20c5s94h||non-fiction|essays and journals||
411|Watt, Lauchlan MacLean||The hills of home||1914|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t3xs69k0j||non-fiction|essays and journals||
412|West, Rebecca||The judge||1922|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t91836s7n||fiction|romance|humour and satire|
413|Whyte, William||O'er the Atlantic||1870|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t9z03nd9p||non-fiction|travel||
414|Wiggin, Kate Douglas Smith||Penelope's Progress||1898|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t5t728p7f|IDs 105 & 546 = duplicates: marked for deletion|fiction|romance|travel|
415|Wight, John Green||Autobiography and miscellanea||1912|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t74t7690d||non-fiction|biography and autobiography|essays and journals|
416|Wilkie, Franc Bangs||Sketches beyond the sea||1879|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t1bk23b7w||non-fiction|travel||
418|Williams, Rudolph||Europe from May to December||1895|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t6640dz3n||non-fiction|travel||
419|Williams, Charles||Old world scenes||1867|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t1bk23b7w||non-fiction|travel||
420|Williamson, Margaret||John and Betty's Scotch history visit||1912|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t1pg2bx22||fiction|children's fiction||
421|Willis, Nathaniel Parker||Famous persons and places||1854|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t9377vz62||non-fiction|essays and journals|history|
422|Wilson, John||Wilson's tales of the borders and Scotland, vol. 1|1834|1857|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t03x89t2h|On database: au. 'Wilson, John Mackay'|fiction|myths and legends|humour and satire|
423|Wilson, John||The Recreations of Christopher North||1842|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t0gt5th2x||fiction|anthology||
424|Wilson, John||Essays Critical and Imaginative, vol. 1||1855|http://babel.hathitrust.org/cgi/pt?id=nc01.ark:/13960/t0rr2q686||non-fiction|short stories|essays and journals|
425|Wilson, John||Wilson's tales of the borders and Scotland, vol. 4|1834|1857|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t1dj5gr4s|On database: au. 'Wilson, John Mackay'|fiction|myths and legends|history|
426|Wilson, John||Wilson's tales of the borders and Scotland, vol. 6|1834|1857|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t21c21s79|On database: au. 'Wilson, John Mackay'|fiction|myths and legends|history|
427|Wilson, John||Wilson's tales of the borders and Scotland, vol. 2|1834|1857|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t22b92q40|On database: au. 'Wilson, John Mackay'|fiction|myths and legends|history|
428|Wilson, John||Wilson's tales of the borders and Scotland, vol. 3|1834|1857|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t2f76dq89|On database: au. 'Wilson, John Mackay'|fiction|myths and legends|history|
429|Wilson, John||Wilson's Tales of the Borders and Scotland, vol. 5|1834|1857|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t34171f1k|ID 438 = duplicate: marked for deletion|fiction|myths and legends|history|
430|Wilson, John||The Foresters||1825|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t3gx4j36n||fiction|romance||
431|Wilson, John||Noctes Ambrosianœ, vol. 3||1854|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t3nv9hj3c||fiction|short stories|essays and journals|
432|Wilson, John||Wilson's tales of the borders and Scotland, vol. 7|1834|1857|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t3nv9hp0q|On database: au. 'Wilson, John Mackay'|fiction|myths and legends|history|
433|Wilson, John||Wilson's tales of the borders and Scotland, vol. 11|1834|1857|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t40r9tf4k|On database: au. 'Wilson, John Mackay'|fiction|myths and legends|history|
434|Wilson, John||Wilson's historical, traditionary, and imaginative tales of the borders and of Scotland, vol. 3||1900|http://babel.hathitrust.org/cgi/pt?id=uiuo.ark:/13960/t4xh0bw1q|On database: au. 'Wilson, John Mackay'|fiction|myths and legends|history|
435|Wilson, John||Wilson's tales of the borders and Scotland, vol. 12|1834|1857|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t55d8vt1g|On database: au. 'Wilson, John Mackay'|fiction|myths and legends|history|
436|Wilson, John||The Works of Professor Wilson, vol. 11: Tales||1857|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t57d2xk6x|On database: title 'The works of Professor Wilson of the University of Edinburgh'|fiction|short stories|romance|
437|Wilson, John||Noctes Ambrosianœ, vol. 1||1854|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t5h995s16||fiction|humour and satire|essays and journals|
439|Wilson, Jessie Aitken||Memoir of George Wilson||1860|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t6639n76n||non-fiction|biography and autobiography||
440|Wilson, John||Essays Critical and Imaginative, vol. 2||1856|http://babel.hathitrust.org/cgi/pt?id=nc01.ark:/13960/t6h13x17k||non-fiction|essays and journals||
441|Wilson, Julia Virginia||Leaves from my diary||1900|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t6sx6st1x||non-fiction|travel||
442|Wilson, John||Noctes Ambrosianœ, vol. 4||1854|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t6zw1hc4j||fiction|humour and satire|essays and journals|
443|Wilson, John||Critical and Miscellaneous Essays, vol. 1||1842|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t78s4xx1d||non-fiction|essays and journals||
444|Wilson, John||Noctes Ambrosianœ, vol. 2||1854|http://babel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t85h7kf1q||non-fiction|humour and satire|essays and journals|
445|Winchester, Charles Wesley||The gospel of foreign travel||1891|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t21c2nr4v||non-fiction|travel||
446|Winter, William||Brown heath and blue bells||1895|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t82j73z31||non-fiction|essays and journals|travel|
447|Wood, Charles||Saunterings in Europe||1882|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t2r509s2w||non-fiction|travel||
448|Young, Samuel||A Wall-Street bear in Europe||1855|http://babel.hathitrust.org/cgi/pt?id=loc.ark:/13960/t59c7mq9m||non-fiction|travel||
449|Welsh, Irvine||Reheated Cabbage||2009|https://www.penguin.co.uk/authors/irvine-welsh/1008779/||fiction|humour and satire||
450|Spark, Muriel||The Complete Short Stories||2001|https://www.penguin.co.uk/authors/muriel-spark/15500/||fiction|short stories||
451|Robertson, James||And the Land Lay Still||2011|https://www.penguin.co.uk/authors/james-robertson/11001/||fiction|historical fiction||
452|McCall Smith, Alexander||Bertie Plays the Blues||2011|http://www.alexandermccallsmith.co.uk/||fiction|humour and satire||
453|McCall Smith, Alexander||Bertie's Guide to Life and Mothers||2013|http://www.alexandermccallsmith.co.uk/||fiction|humour and satire||
454|Alexander, Jane||Candlemaker row||2015|https://janealexander.net/||fiction|science fiction||
455|Welsh, Irvine||Crime||2008|https://www.penguin.co.uk/authors/irvine-welsh/1008779/||fiction|humour and satire||
456|McCall Smith, Alexander||Espresso Tales||2006|http://www.alexandermccallsmith.co.uk/||fiction|humour and satire||
457|Spark, Muriel||The Prime of Miss Jean Brodie||1961|https://www.penguin.co.uk/authors/muriel-spark/15500/||fiction|humour and satire||
458|McCall Smith, Alexander||Friends, Lovers, Chocolate||2005|http://www.alexandermccallsmith.co.uk/||fiction|crime and mystery||
459|Butlin, Ron||Ghost moon||2014|http://www.birlinn.co.uk/Ron-Butlin/||fiction|historical fiction||
460|Johnstone, Doug||Gone again||2013|https://www.faber.co.uk/author/doug-johnstone/||fiction|crime and mystery||
461|Johnstone, Doug||Hit and run||2012|https://www.faber.co.uk/author/doug-johnstone/||fiction|crime and mystery||
462|Johnstone, Doug||Smokeheads||2011|https://www.faber.co.uk/author/doug-johnstone/||fiction|crime and mystery||
463|Johnstone, Doug||The dead beat||2014|https://www.faber.co.uk/author/doug-johnstone/||fiction|crime and mystery||
464|Johnstone, Doug||The Ossians||2008|https://www.faber.co.uk/author/doug-johnstone/||fiction|crime and mystery||
465|Johnstone, Doug||Tombstoning||2006|https://www.faber.co.uk/author/doug-johnstone/||fiction|crime and mystery||
466|McCall Smith, Alexander||44 Scotland Street||2005|http://www.alexandermccallsmith.co.uk/||fiction|humour and satire||
467|Welsh, Irvine||Skagboys||2012|https://www.penguin.co.uk/authors/irvine-welsh/1008779/||fiction|humour and satire||
468|Spark, Muriel||Curriculum Vitae: A Volume of Autobiography||1992|https://www.penguin.co.uk/authors/muriel-spark/15500/||non-fiction|biography and autobiography||
469|Spark, Muriel||All the Poems||2004|https://www.penguin.co.uk/authors/muriel-spark/15500/||non-fiction|anthology||
470|Spark, Muriel||The Golden Fleece||2014|https://www.penguin.co.uk/authors/muriel-spark/15500/||fiction|essays and journals||
471|McCall Smith, Alexander||Sunshine on Scotland Street||2012|http://www.alexandermccallsmith.co.uk/||fiction|humour and satire||
472|McCall Smith, Alexander||The Careful Use of Compliments||2007|http://www.alexandermccallsmith.co.uk/||fiction|crime and mystery||
473|McCall Smith, Alexander||The Charming Quirks of Others||2010|http://www.alexandermccallsmith.co.uk/||fiction|crime and mystery||
474|McCall Smith, Alexander||The Comfort of Saturdays||2008|http://www.alexandermccallsmith.co.uk/||fiction|crime and mystery||
475|Thompson, Alice||The Existential Detective||2014|https://www.saltpublishing.com/||fiction|crime and mystery||
476|McCall Smith, Alexander||The Forgotten Affairs of Youth||2011|http://www.alexandermccallsmith.co.uk/||fiction|crime and mystery||
477|McCall Smith, Alexander||The Importance of Being Seven||2010|http://www.alexandermccallsmith.co.uk/||fiction|humour and satire||
478|McCall Smith, Alexander||The Lost Art of Gratitude||2009|http://www.alexandermccallsmith.co.uk/||fiction|crime and mystery||
479|Butlin, Ron||The magicians of Edinburgh||2012|http://www.birlinn.co.uk/Ron-Butlin/||fiction|anthology||
480|McCall Smith, Alexander||The Right Attitude to Rain||2006|http://www.alexandermccallsmith.co.uk/||fiction|crime and mystery||
481|McCall Smith, Alexander||The Sunday Philosophy Club||2004|http://www.alexandermccallsmith.co.uk/||fiction|crime and mystery||
482|Robertson, James||The Testament of Gideon Mack||2007|https://www.penguin.co.uk/authors/james-robertson/11001/||fiction|humour and satire|horror and ghost stories|
483|McCall Smith, Alexander||The Unbearable Lightness of Scones||2008|http://www.alexandermccallsmith.co.uk/||fiction|humour and satire||
484|McCall Smith, Alexander||The Uncommon Appeal of Clouds||2012|http://www.alexandermccallsmith.co.uk/||fiction|crime and mystery||
485|Claire, Regi||The Waiting||2012|https://www.regiclaire.com/||fiction|humour and satire||
486|McCall Smith, Alexander||The World According to Bertie||2007|http://www.alexandermccallsmith.co.uk/||fiction|humour and satire||
487|Welsh, Irvine||Ecstasy: Three Tales of Chemical Romance||1996|https://www.penguin.co.uk/authors/irvine-welsh/1008779/||fiction|humour and satire||
488|Welsh, Irvine||Filth||1998|https://www.penguin.co.uk/authors/irvine-welsh/1008779/||fiction|humour and satire||
489|Welsh, Irvine||Marabou Stork Nightmares||1995|https://www.penguin.co.uk/authors/irvine-welsh/1008779/||fiction|humour and satire||
490|Welsh, Irvine||Porno||2002|https://www.penguin.co.uk/authors/irvine-welsh/1008779/||fiction|humour and satire||
491|Welsh, Irvine||Trainspotting||1993|https://www.penguin.co.uk/authors/irvine-welsh/1008779/||fiction|humour and satire||
492|Anon.||Willie Gillies, chapter 1||1892|http://digital.nls.uk/75946050|On database: 'Anon., Highland Monthly' |fiction|historical fiction||
494|Stevenson, Robert Louis||David Balfour||1893|http://digital.nls.uk/78790884|On database: title 'Book editions'. IDs 541 & 542 = duplicates: marked for deletion|fiction|adventure|children's fiction|
495|Rogers, Charles||Leaves from my autography||1876|http://digital.nls.uk/80083263|On database: au. 'Anonymous'|non-fiction |biography and autobiography|letters and diaries|
496|Gray, Patrick||Letters and papers relating to Patrick, Master of Gray, afterwards seventh [sixth] Lord Gray||1835|http://digital.nls.uk/80261802|On database: au. 'Anonymous'|non-fiction|biography and autobiography|letters and diaries|
497|Ramsay, Edward Bannerman||Reminiscences of Scottish life and character||1861|http://digital.nls.uk/81712809|On database: au. 'Anonymous'|non-fiction|essays and journals||
500|Boswell, James||Boswelliana||1874|http://digital.nls.uk/82551411|On database: au. 'Anonymous'|non-fiction|biography and autobiography|essays and journals|
501|Schetky, Susan Frances Ludomilla||Ninety years of work and play||1877|http://digital.nls.uk/91280314|On database: au. 'Anonymous'|non-fiction|essays and journals|biography and autobiography|
504|Brown, John||John Leech and other papers||1882|http://digital.nls.uk/95700091|On database: au. 'Anonymous'|fiction|myths and legends|crime and mystery|
505|Wyld, Robert Stodart||Memoir of James Wyld of Gilston, and his family||1889|http://digital.nls.uk/95743043|On database: au. 'Anonymous'|non-fiction|biography and autobiography||
506|Stevenson, Robert Louis||Edinburgh: picturesque notes||1879|http://digital.nls.uk/99396143|On database: 'Anon., Books'|non-fiction|essays and journals||
507|Defoe, Daniel||A Tour thro' the Whole Island of Great Britain, vol. 1-3||1724-1727|https://ebooks.adelaide.edu.au/d/defoe/daniel/britain/||non-fiction|history|travel|
508|Dickens, Charles||The Pickwick Papers||1837|https://hdl.handle.net/2027/mdp.49015000687716||fiction|humour and satire||
509|MacDonald, John||Travels, in various parts of Europe, Asia, and Africa, during a series of thirty years and upwards||1790|http://www.worldcat.org/oclc/519602403||non-fiction|travel||
510|Pennant, Thomas||A tour in Scotland: MDCCLXIX||1771|https://hdl.handle.net/2027/uc2.ark:/13960/t9959f665||non-fiction|travel||
511|Scott, Walter||The Antiquary||1816|https://hdl.handle.net/2027/hvd.hn2pd2|ID 549 = duplicate: marked for deletion|fiction|historical fiction|romance|
512|Stevenson, Robert Louis|Osbourne, Lloyd|The Wrecker||1892|https://archive.org/stream/wrecker00stev||fiction|adventure|crime and mystery|
514|Ballantyne, Robert Michael||Hunted and Harried||1891|http://www.gutenberg.org/ebooks/21738||fiction|crime and mystery|historical fiction|
515|Buchan, John||Salute to Adventurers||1915|https://hdl.handle.net/2027/mdp.39015012266212||fiction|adventure|historical fiction|
516|Buchan, John||John Burnet of Barns||1898|https://archive.org/details/johnburnetofbarn00buch||fiction|adventure|historical fiction|
517|Hume, David|Burton, John Hill|Life and Correspondence of David Hume, vol. 1||1846|http://www.gutenberg.org/ebooks/42843||non-fiction|biography and autobiography|letters and diaries|
518|Butterworth, Hezekiah||Zigzag journeys in Europe||1880|https://hdl.handle.net/2027/mdp.39015027999864||non-fiction|travel||
519|Crockett, Samuel Rutherford||The Dew of Their Youth||1910|https://hdl.handle.net/2027/uc2.ark:/13960/t6ww7cc32||historical fiction|adventure|romance|
520|Cuyler, Theodore Ledyard||Recollections of a Long Life||1902|https://hdl.handle.net/2027/coo1.ark:/13960/t6vx0xv0w||non-fiction|biography and autobiography||
521|Doyle, Arthur Conan||The Firm of Girdlestone||1890|https://hdl.handle.net/2027/uc1.31175024000047||fiction|adventure||
522|Hare, Augustus John Cuthbert||The Story of My Life, vol. 4-6||1900|http://www.gutenberg.org/ebooks/42770||non-fiction|travel|biography and autobiography|
523|Hogg, James||The Private Memoirs and Confessions of a Justified Sinner||1824|https://ebooks.adelaide.edu.au/h/hogg/james/private-memoirs-and-confessions-of-a-justified-sinner/||fiction|horror and ghost stories|thrillers and suspense|
524|Lane, Elinor Macartney||Nancy Stair||1904|https://hdl.handle.net/2027/coo1.ark:/13960/t80k2xz1t||fiction|historical fiction||
525|Lang, John|Lang, Jean|Stories of the Border Marches||1916|http://www.worldcat.org/oclc/20981506||fiction|short stories|myths and legends|
526|Nasymth, James||James Nasmyth, Engineer: an autobiography||1883|https://hdl.handle.net/2027/mdp.39015063949047||non-fiction|autobiography and biography||
527|O'Donnell, Elliott||Scottish ghost stories||1911|https://archive.org/details/scottishghoststo00odonrich||fiction|horror and ghost stories|myths and legends|
528|O'Rell, Max||Friend Mac Donald||1887|https://hdl.handle.net/2027/uc2.ark:/13960/t6542qs7h||fiction|humour and satire|short stories|
529|Oliphant, Margaret||Royal Edinburgh||1890|https://hdl.handle.net/2027/mdp.49015002952019||history|essays and journals||
530|Patten, William||The Junior Classics - Volume 8: Animal and Nature Stories||1917|https://archive.org/details/animalnaturestor08elio||fiction|children's fiction||
531|Pease, Howard||Border Ghost Stories||1919|https://hdl.handle.net/2027/uc2.ark:/13960/t7np1xq4d||fiction|myths and legends|horror and ghost stories|
532|Pollard, Percival||Cape of Storms||1895|https://hdl.handle.net/2027/uc2.ark:/13960/t17m0505x||fiction|adventure||
533|Le Queux, William||The Red Room||1909|https://hdl.handle.net/2027/nyp.33433044050973||fiction|crime and mystery||
534|Scotus, Johannes||The Weird of the Wentworths, vol. 1||1862|https://hdl.handle.net/2027/uiuo.ark:/13960/t6b28h319||fiction|romance|crime and mystery|
535|Shelley, Mary||Frankenstein; or, The Modern Prometheus||1818|https://ebooks.adelaide.edu.au/s/shelley/mary/s53f/||fiction|horror and ghost stories|science fiction|
536|Simpson, Evelyn Blantyre||Robert Louis Stevenson||1906|http://www.gutenberg.org/ebooks/3814||fiction|biography and autobiography||
538|Smollett, Tobias||The Expedition of Humphry Clinker||1771|https://ebooks.adelaide.edu.au/s/smollett/tobias/clinker/||fiction|travel|humour and satire|
539|Southworth, Emma Dorothy Eliza Nevitte||Self-Raised; Or, From the Depths||1876|https://hdl.handle.net/2027/uc2.ark:/13960/t3cz35w0j||fiction|adventure|crime and mystery|
540|Spence, Catherine Helen||Mr. Hogarth's Will||1865|http://www.gutenberg.org/ebooks/4224||fiction|adventure|romance|
543|Talmage, Thomas de Witt||T. De Witt Talmage; As I Knew Him||1912|https://hdl.handle.net/2027/wu.89065914384||non-fiction|biography and autobiography||
544|Terry, Ellen||The Story of My Life; Recollections and Reflections||1908|https://archive.org/details/storymylifereco00terrgoog||non-fiction|biography and autobiography||
545|Verne, Joules||The Underground City; or, the Black Indies||1877|https://ebooks.adelaide.edu.au/v/verne/jules/v52uc/||fiction|science fiction and fantasy|adventure|
548|Scott, Walter||The Abbot, vol. 1||1820|http://babel.hathitrust.org/cgi/pt?id=uiuo.ark:/13960/t0zp4rz7x||fiction|historical fiction||
550|Scott, Walter||Chronicles of the Canongate||1827|https://ebooks.adelaide.edu.au/s/scott/walter/chronicles/||fiction|short stories||
553|Scott, Walter||The Heart of Midlothian||1818|https://hdl.handle.net/2027/njp.32101067173466||fiction|historical fiction||
555|Scott, Walter||Old Mortality||1816|https://ebooks.adelaide.edu.au/s/scott/walter/mortality/||fiction|historical fiction||
557|Scott, Walter||Redgauntlet||1824|https://ebooks.adelaide.edu.au/s/scott/walter/redgauntlet/||fiction|historical fiction||
558|Scott, Walter||Waverley||1814|https://ebooks.adelaide.edu.au/s/scott/walter/waverley/||fiction|historical fiction||
